S01,-70.634,-11.463,63.077
S02,-39.429,-48.345,92.764
S03,-0.461,-8.416,101.365
S04,38.780,-47.709,93.218
S05,69.701,-9.782,63.617
S06,-29.480,60.438,57.351
S07,-0.040,83.390,31.683
S08,28.847,60.759,57.469
D01,-39.835,-9.543,89.911
D02,-0.485,-48.239,102.848
D03,38.717,-8.599,90.282
D04,-51.830,55.753,37.164
D05,-19.609,82.143,27.460
D06,-0.235,62.434,65.513
D07,19.332,82.196,27.530
D08,51.167,56.349,37.498
